id,job_hash,fetch_date,portal,search_keyword,job_title,company_name,location,job_type,salary_range,experience_required,skills_required,posted_date,job_description,apply_link,validation_score,validation_status,ai_summary
5a362392-6925-4709-a101-cd292b6f8476,f173f4a4afd670f9260e4791f1428f38,2026-08-25,Dice,Data Engineer,Data Engineer,Swanktek Inc,"Plano, Texas • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/87522d3a-261e-4f1b-97b3-da42933ea0ff,50,Partial,AI unavailable
55ab2ed8-e006-45e8-9d79-42f2ea8e0667,a5cd4f590c318c4aec86aa16c6541a5a,2026-08-25,Dice,Data Engineer,Data Engineer,Avanciers LLC,"Warren, New Jersey • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/9478dad0-8c8b-466a-b95c-1ab3abbe2f9e,50,Partial,AI unavailable
26424c8e-5f66-4b9a-b106-29f817e5926c,c21c4c28c531155edeef90db1d4a7c0e,2026-08-25,Dice,Data Engineer,Data Engineer,Swanktek Inc,"Plano, Texas • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/f9d85d82-19cf-43d9-8ca3-76067c85287a,50,Partial,AI unavailable
1aa330f6-e88a-4a78-9519-f49dc7195315,cebcd3b88971f85f5becee1e15080f9e,2026-08-25,Dice,Data Engineer,Data Engineer,Global Force USA,"Hybrid in Hollywood, Florida • Yesterday",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/730fd277-9591-4e2b-b04e-cef064afc148,50,Partial,AI unavailable
691bb6d7-3bdd-41bd-ab93-a7e248493919,0cfad92541e67fefb5713d31a3c139ea,2026-08-25,Dice,Data Engineer,Data Engineer,Pull Skill Technologies,"Hybrid in Fort Worth, Texas • Today",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, Python",,,https://www.dice.com/job-detail/34e7a91a-59f5-4ac6-9512-3c8e5d431807,85,Valid,"Design, build, and maintain large-scale data systems and pipelines as a Data Engineer at Pull Skill Technologies."
433e6cee-5871-47b3-a155-7631a8e5a012,64d5ff760d1acddad702dfb4cfa046fe,2026-08-25,Dice,Data Engineer,Data Engineer,Kavi Software Technologies Private Limited,"Barrington, Illinois • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/eee0e1e2-dd16-4883-baee-1647ad680cdc,50,Partial,AI unavailable
157da816-4b7d-4ba6-b957-7f3faab4dc98,20ead6afb104f352c7421f1e876f8f2a,2026-08-25,Dice,Data Engineer,Data Engineer,ASCII Group LLC,"Sunnyvale, California • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/757b290b-f6c7-4153-97b1-aba683db5ef8,50,Partial,AI unavailable
43bf8b2d-35ba-40d3-82ea-324afc0c8dd2,514fb3cd84360d0eefd5de70d8a8bc6f,2026-08-25,Dice,Data Engineer,Data Engineer,Prudent Technologies and Consulting,"New York, New York • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/bdadbac3-707e-4aac-ade0-61464193dfd1,50,Partial,AI unavailable
b671bee9-6497-4185-9015-292c0fdbe801,fd9a13ff5629cb3ac7d1f9477a451f5f,2026-08-25,Glassdoor (DDG),Data Engineer,New Jobs Posted Daily,Thousands of New Jobs,USA,Not Specified,Not Specified,Not Specified,Not Specified,,"Find Job Join 580M Job Seeker Profiles. Try the World's #1 Job Site Today! Search for job opportunities by experience, location, salary, & more. #1 job site with millions of job listings - About.com",https://www.bing.com/aclick?ld=e8QALCkZo2RABp-KRmERlgGzVUCUwK_nFsyzb9_TbGU3DhW2HRi1DVL51oM4OB5-UZJCkRU5oolgAyb7NLiBTeF2exMxw5-CfSOov49TpIITpfS0CE5rP7_MH741d7AGaMQiuW0rnCFA4KcNu64ATFUUIJW4hwFR3gRMyvcx3FENJGxzXqe2PGHBmtTVTWd8iL0LuQZVh5zjY07aZqRKCzKlh2OmA&u=aHR0cHMlM2ElMmYlMmZhZC5kb3VibGVjbGljay5uZXQlMmZzZWFyY2hhZHMlMmZsaW5rJTJmY2xpY2slM2ZsaWQlM2Q0MzcwMDA4MzQ4MTIyMzIyNiUyNmRzX3Nfa3dnaWQlM2Q1ODcwMDAwOTAzNjY0ODM2NCUyNmRzX2FfY2lkJTNkODEwOTk3OTEyNyUyNmRzX2FfY2FpZCUzZDIzNjg4NzQ3MDk3JTI2ZHNfYV9hZ2lkJTNkMTk3NDk2MDEzNTkxJTI2ZHNfYV9saWQlM2Rrd2QtMTc0MjY3MTAlMjYlMjZkc19lX2FkaWQlM2Q3ODYxNTMwMTU1MzAxOSUyNmRzX2VfdGFyZ2V0X2lkJTNka3dkLTc4NjE1NTU4MzIwMDA3JTNhbG9jLTkwJTI2JTI2ZHNfZV9uZXR3b3JrJTNkbyUyNmRzX3VybF92JTNkMiUyNmRzX2Rlc3RfdXJsJTNkaHR0cCUzYSUyZiUyZnd3dy5pbmRlZWQuY29tJTJmam9icyUzZnElM2RzZWFyY2glMmJqb2JzJTI2Z2NsaWQlM2QwZTZhOWRhZTBkMjkxYzdmYjZlYWY3MjNhODk5YjljMiUyNmdjbHNyYyUzZDNwLmRzJTI2JTI2JTI2a3clM2Rtc25fY19YMDAwUFgxUF82OTgyNzI0NTFfMTI1Nzg0MjY2NTM0NzAwNl9rd2QtNzg2MTU1NTgzMjAwMDclM2Fsb2MtOTBfc2VhcmNoJTI1MjBqb2JzJTI2c2lkJTNkdXNfbXNuc3JjaGpzYnJvYWRnZW4tZmluZCUyYmpvYi1fY19fZ18xMTYwNzRfbXNjbGtpZCUyNF8wZTZhOWRhZTBkMjkxYzdmYjZlYWY3MjNhODk5YjljMiUyNm1zY2xraWQlM2QwZTZhOWRhZTBkMjkxYzdmYjZlYWY3MjNhODk5YjljMiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZGJyb2FkX2dlbmVyaWNfZW4lMjZ1dG1fdGVybSUzZHNlYXJjaCUyNTIwam9icyUyNnV0bV9jb250ZW50JTNkRmluZCUyNTIwSm9i&rlid=0e6a9dae0d291c7fb6eaf723a899b9c2,70,Valid,AI unavailable
c676b5cf-e814-4f93-b268-882c4f5e5630,292db385f3eb914c477e6f1d0343d423,2026-08-25,ZipRecruiter (DDG),Data Engineer,"$11-$17/hr Walk Interview Jobs in Atlanta, GA",Unknown,USA,Not Specified,Not Specified,Not Specified,Not Specified,,"14 hours ago · Browse 1000+ ATLANTA, GA WALK INTERVIEW jobs ($11-$17/hr) hiring now. New openings posted daily. Apply early, get seen first & 1-click apply today!","https://www.ziprecruiter.com/Jobs/Walk-Interview/-in-Atlanta,GA",50,Partial,AI unavailable
e206ed04-7410-4f8b-9697-1c98d2efc9e8,4392134ea026775e31e18b1af8a473b4,2026-08-25,Built In,Data Engineer,Data Engineer ( AI/ML ),Unknown,USA,Not Specified,Not Specified,Not Specified,"Python, Data Engineering, AI, Machine Learning, Cloud Computing",,,https://builtin.com/job/data-engineer-ai-ml/10296357,80,Valid,"Design, develop, and maintain large-scale data systems for AI/ML applications."
4da46bc7-829a-4a42-8f0b-551244f55165,6d1737400e8db63c8d2c2fed610bed6d,2026-08-25,Built In,Data Engineer,"Data Engineer, Vice President",Unknown,USA,Not Specified,Not Specified,Not Specified,"Data Engineering, Leadership, Cloud Computing, Data Architecture, SQL",,,https://builtin.com/job/data-engineer-vice-president/10734280,80,Valid,"Lead the development and maintenance of large-scale data systems as a Data Engineer, Vice President."
78179b6b-80e4-422d-8c97-2ee30ceb9f5d,9398f5054f3b7961ea2ac9ab446d87a2,2026-08-25,Built In,Data Engineer,Data Engineer II,Unknown,USA,Not Specified,Not Specified,Not Specified,"Data Engineering, Big Data, Cloud Computing, SQL, NoSQL",,,https://builtin.com/job/data-engineer-ii/9646143,80,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer II."
31af16f4-a62f-47ed-80b4-4e4239288d05,3983c6c1f55763ae695674df4e929b18,2026-08-25,LinkedIn,Senior Data Engineer,Sr. Data Engineer,Alexander Technology Group,"Boston, MA",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/sr-data-engineer-at-alexander-technology-group-4446234567,50,Partial,AI unavailable
b6b412a8-f821-4a52-9431-f01c52b2a997,15dcb61a30d723949408db7dfded98d7,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,Tatari,"New York, NY",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-tatari-4443491187,50,Partial,AI unavailable
edf04173-66a7-48dc-a9f7-ee2391b51d4f,5f035c44792609eef3031c86b1446131,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,Chenega Professional Services Strategic Business Unit,"Georgia, United States",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, Python",2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-chenega-professional-services-strategic-business-unit-4458503464,85,Valid,"Design, develop, and maintain large-scale data systems as a Senior Data Engineer for Chenega Professional Services Strategic Business Unit."
fad072fd-c789-4e02-ac7d-1e8c2265eeec,3644da13922f02afef3063f284ff0add,2026-08-25,LinkedIn,Senior Data Engineer,Senior PySpark Data Developer,Tata Consultancy Services,"Irving, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-pyspark-data-developer-at-tata-consultancy-services-4448222021,50,Partial,AI unavailable
0aa14a76-db9c-4967-b195-2291c46439fb,aa01bcf252bea9d6e4e96cb8157e50e6,2026-08-25,LinkedIn,Senior Data Engineer,Senior Software Engineer - Data Engineering,"iTradeNetwork, Inc.","Charlotte, NC",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-software-engineer-data-engineering-at-itradenetwork-inc-4449750745,50,Partial,AI unavailable
d8014c5b-c9ef-45c4-a611-6c2288f0c307,377f7c8c3242b1de70f2a9e736725ee3,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer #4885,BioSpace,"Durham, NC",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-%234885-at-biospace-4458591562,50,Partial,AI unavailable
f59c370e-c1c3-403f-acc8-f5252662572c,14669947916f48eeae75cf7b751b2a7d,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,Raydar,United States,Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-raydar-4458582455,50,Partial,AI unavailable
ab09cc34-313a-4858-af48-e06cc8dda292,9d09cb377b69930fcbad73c23c83c89e,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,Harnham,"Ohio, United States",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-harnham-4457108145,50,Partial,AI unavailable
84a48c1c-3220-414a-8dc2-c227d6b88745,69454df6e3a0519ed76f3f7601286974,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,Oliver James,"Virginia, United States",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-oliver-james-4458745858,50,Partial,AI unavailable
49ccdd32-b1c8-4d58-b25a-7c30a1a75f03,df73cad23d2974ebdcec752aab46b893,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer,AMEND Consulting,"Cincinnati, OH",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-amend-consulting-4458298625,50,Partial,AI unavailable
ced94073-5e07-4138-8bae-17df7ea8e216,8b5bc39b7244a743d1d4522501318d5a,2026-08-25,LinkedIn,Senior Data Engineer,Senior Data Engineer – ERP Data Harmonization & Enterprise Data Platform,Tessera Labs,"New York, NY",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-%E2%80%93-erp-data-harmonization-enterprise-data-platform-at-tessera-labs-4380073284,50,Partial,AI unavailable
62ec9864-a0fb-46bb-a05d-e83d405dab16,0b1d57bdbe6e7a4d9cfe85c733dc64dc,2026-08-25,LinkedIn,Senior Data Engineer,Senior IT Data Engineer (R0465160 Senior IT Data Engineer - Python/SQL (Onsite),Tyson Foods,"Springdale, AR",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-it-data-engineer-r0465160-senior-it-data-engineer-python-sql-onsite-at-tyson-foods-4456520588,50,Partial,AI unavailable
f433a08e-8f75-4b7b-ac55-fa345b26a62c,3b5481632b2dd166d036f8b476b1135d,2026-08-25,LinkedIn,Senior Data Engineer,Senior Engineer - Data Engineering,Toyota North America,"Plano, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-engineer-data-engineering-at-toyota-north-america-4457180294,50,Partial,AI unavailable
6c30a0d5-5cf6-4598-85fd-b3d8689f7201,b3a269af5076c8824c075a0052f9fe0f,2026-08-25,LinkedIn,Senior Data Engineer,"Senior/Staff Data Engineer, Entity Resolution Team",RemoteHunter,United States,Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-staff-data-engineer-entity-resolution-team-at-remotehunter-4457448711,50,Partial,AI unavailable
bc486891-0406-4e83-913b-50577928c41c,d7c9c8b873ebc4605607ba41c1be72cd,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Booz Allen Hamilton,"Hybrid in Atlanta, Georgia • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/504cc2c4-04b2-4536-8eea-d3dbeab3be99,50,Partial,AI unavailable
a3236b86-1adc-434c-baaa-4be5d5bd390d,c7e8047aaf9b33b8a3b1b2fd60d98e4a,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Jobot,No location provided • Today,Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/c8f5e619-8c18-467b-9879-8ee8d4eb4423,50,Partial,AI unavailable
2bdfe597-897d-40e5-ac7a-08d7d148ab14,363ea654ae8b9d04c7bca996d23907a4,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Jobot,No location provided • Today,Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/4eaf5eff-0269-4517-bade-0efce30bece6,50,Partial,AI unavailable
df981c7a-2b6f-4475-9079-51a2083d96ff,cdd2b6f702b9594a8d4cbf5aef3ca0b3,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,MphasiS Corporation USA,"Westlake, Texas • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/cc656afe-a960-4b08-8795-3f8819b5ff96,50,Partial,AI unavailable
43094537-24c7-4ce6-9967-bde185fec10c,27c5801efb609334d7c070c97a3e2920,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,"Capgemini America, Inc.",No location provided • Today,Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/93f197bc-b44d-43d8-86ea-5dca37017431,50,Partial,AI unavailable
2a81fee8-e0d9-4735-ae57-79d42e0c24d9,49955c06a8399f8eeee1d2a2bc23d0b7,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,The Coca-Cola Company,"Valley Stream, New York • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/44a8da8f-7332-47cd-a282-0f718d8a82ea,50,Partial,AI unavailable
7eba0f71-e817-4e54-94ba-d7930193ef82,857e47ea700a7f4f749aeaa3f1706b24,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,"Electronic Consulting Services, Inc (ECS Federal)","Fairfax, Virginia • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/38e69c5d-f812-4805-89c8-d699da118754,50,Partial,AI unavailable
e404ee4d-f114-4bb3-8da7-bc98d9fc55ad,1aabbe0218db3290c605c804d0afc7aa,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Kforce Technology Staffing,"Naperville, Illinois • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/9bbd8ae7-510a-46d9-8d16-9578fcfba0d8,50,Partial,AI unavailable
5763b349-9c50-487d-b927-a358e8cfe46c,ed35f2289f1ecb6f1a1f431ecb94db90,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,HAYS,"Richmond, Virginia • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/bdc20b45-b5d4-40d4-8223-d298d088202b,50,Partial,AI unavailable
50d653f3-450f-416d-99a4-741dca7c866d,7c6554bab0d30f41a28a6fdbec940bc0,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,"TekLeaders, Inc","New York, New York • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/9abb7831-fdfa-48d2-a465-13c13ee33743,50,Partial,AI unavailable
98fb9e63-eb32-449b-8a65-adb9e8126f56,3f0eecd9ab1947cf184dc0b60dadca6a,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Booz Allen Hamilton,"Aurora, Colorado • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/7e1b16fa-8d16-4215-b9e8-f18f2e8c2257,50,Partial,AI unavailable
1c997041-4f11-4f5a-b256-971070034d38,f7d504735bc1eabc0ac61e0f0930e8e7,2026-08-25,Dice,Senior Data Engineer,Senior Data Engineer,Booz Allen Hamilton,"Aurora, Colorado • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/4221ffdf-0dfe-4ce2-8501-3503e3a2e402,50,Partial,AI unavailable
1f2f0677-1078-461e-8fb2-48a48de0a41b,a69388f2cd4c4a4c2e6b8a614de5ad86,2026-08-25,LinkedIn,PySpark Engineer,Engineer,Tata Consultancy Services,"Dallas, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/engineer-at-tata-consultancy-services-4439444221,50,Partial,AI unavailable
34a849ae-1bee-422a-a56c-99ee49e96b9d,f30fadf15282a2593170c9f0808fb09c,2026-08-25,LinkedIn,PySpark Engineer,"Databricks Lakehouse Engineer and Analyst, Mid",Booz Allen Hamilton,"McLean, VA",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/databricks-lakehouse-engineer-and-analyst-mid-at-booz-allen-hamilton-4458764572,50,Partial,AI unavailable
69d60ad5-8cdf-4546-8bd5-44c10e837497,41baf6dc4574a5ac41649ce50145c125,2026-08-25,LinkedIn,PySpark Engineer,"Big Data Engineer – Python/Scala, Spark, Hadoop",Cygnus Professionals Inc.,"Arlington, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/big-data-engineer-%E2%80%93-python-scala-spark-hadoop-at-cygnus-professionals-inc-4458772206,50,Partial,AI unavailable
062a0da6-64a4-4734-9d50-714d738aac3c,6da020f2a8a19332f26a8bdcdbddc2fd,2026-08-25,LinkedIn,PySpark Engineer,Technical Lead - DataBricks,Wipro,"Minneapolis, MN",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/technical-lead-databricks-at-wipro-4457182580,50,Partial,AI unavailable
4ff0f3e7-c310-41f1-9139-47df91b2618c,02d456c1f5f05aacd4a6bcd4ecbce78e,2026-08-25,LinkedIn,PySpark Engineer,AWS Data Engineering Advisor,ENGIE North America Inc.,"Houston, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/aws-data-engineering-advisor-at-engie-north-america-inc-4440085668,50,Partial,AI unavailable
6524afe1-c240-4ab7-886f-f78cfe97ad7f,7ed979738f917906e7408f57c06b061f,2026-08-25,LinkedIn,PySpark Engineer,Databricks Engineer (Scala/Spark),"VMC Soft Technologies, Inc","Quincy, MA",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/databricks-engineer-scala-spark-at-vmc-soft-technologies-inc-4456503596,50,Partial,AI unavailable
c6785373-d1be-4d81-bf85-676e6566ebb2,f4da3eb028db1fdcc60191f5ceb043a9,2026-08-25,LinkedIn,PySpark Engineer,Data Engineer,"Veridian Tech Solutions, Inc.","Irving, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/data-engineer-at-veridian-tech-solutions-inc-4457179616,50,Partial,AI unavailable
f1f32bca-562d-43c6-b15d-585ebf13910c,eb43629ba9970a002f79830e28047331,2026-08-25,LinkedIn,PySpark Engineer,Azure Data Engineer,Techvy Corp,"Minneapolis, MN",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/azure-data-engineer-at-techvy-corp-4458275879,50,Partial,AI unavailable
3e855bbc-7e51-422c-8f97-104f40f9e6c8,d23b82902fe79c51c264bbc7ec4643b2,2026-08-25,LinkedIn,PySpark Engineer,"Data Engineer -Scala/Databricks - OPT, H4EAD, GC, USC,L2 will work -10+ experience (local to TX)",CloudIngest,"Dallas, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/data-engineer-scala-databricks-opt-h4ead-gc-usc-l2-will-work-10%2B-experience-local-to-tx-at-cloudingest-4458763730,50,Partial,AI unavailable
646e6a66-4514-4fd1-97af-73d9bbc76338,71aa77401f8ff316d564f9ea3c655418,2026-08-25,LinkedIn,PySpark Engineer,Data Engineer - Databricks,Revature,"Washington, DC",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/data-engineer-databricks-at-revature-4457472307,50,Partial,AI unavailable
c87bdc97-be85-4d63-9f04-35a034190a6f,8f57e0c29892cd1c7fe6d6d57bc377c7,2026-08-25,LinkedIn,PySpark Engineer,Senior Data Engineer,Vericast,"San Antonio, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-vericast-4457112460,50,Partial,AI unavailable
ae4cb6ce-8e71-4771-818c-fcd7532906f0,0f32750edf936635eb8757eabd6e43d9,2026-08-25,LinkedIn,PySpark Engineer,Senior Data Engineer,Haystack,"Richmond, VA",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-haystack-4458744935,50,Partial,AI unavailable
4549b738-e18d-455b-87fc-42ffdbae1252,66cf732bebda825db59f5d08ce3cd407,2026-08-25,LinkedIn,PySpark Engineer,Data Engineer – AWS / PySpark,Techgene Solutions,"Dallas, TX",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/data-engineer-%E2%80%93-aws-pyspark-at-techgene-solutions-4457161074,50,Partial,AI unavailable
1b2993a7-9b5d-4ec1-ad92-df8ec025bc7e,fa6de88694fba669012786b370049ba5,2026-08-25,LinkedIn,PySpark Engineer,azure databricks engineer,Quantum World Technologies Inc.,United States,Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/azure-databricks-engineer-at-quantum-world-technologies-inc-4458274379,50,Partial,AI unavailable
47d6b065-6454-4441-b261-ffac76628f04,48e971a619e3d2ddebe484b3579853bb,2026-08-25,LinkedIn,PySpark Engineer,Staff Data Engineer,RevolutionParts,"Tempe, AZ",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/staff-data-engineer-at-revolutionparts-4453905506,50,Partial,AI unavailable
e3a371bc-65ea-4a22-8a58-8a35a2569ef8,a426bd4a606b0e46d807f27ced55ac94,2026-08-25,LinkedIn,PySpark Engineer,Databricks Engineer,Jade Business Services (JBS),"Raritan, NJ",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/databricks-engineer-at-jade-business-services-jbs-4457180416,50,Partial,AI unavailable
51d0e81e-04a7-4357-89ff-5a05a0822497,86354ab4662ea9d04dcc684ca517e0df,2026-08-25,LinkedIn,PySpark Engineer,Senior Data Engineer - Databricks,Revature,"Washington, DC",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-databricks-at-revature-4457476267,50,Partial,AI unavailable
e7e4c23d-d7f8-4595-845a-b7e6235a0c5a,a2a6ccb9214d3b498e7a9616ccc303d1,2026-08-25,LinkedIn,PySpark Engineer,Principal Data Engineer,Eucloid Data Solutions,"Philadelphia, PA",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-25,,https://www.linkedin.com/jobs/view/principal-data-engineer-at-eucloid-data-solutions-4446209468,50,Partial,AI unavailable
c41d9578-ab8f-40fc-b2eb-4d9d444d9f91,e266fff8cad676727d4d6e354da7e91a,2026-08-25,LinkedIn,PySpark Engineer,Data Engineer (ELK),Red River,"O'Fallon, IL",Not Specified,Not Specified,Not Specified,Not Specified,2026-08-24,,https://www.linkedin.com/jobs/view/data-engineer-elk-at-red-river-4457167730,50,Partial,AI unavailable
9d9fa7f3-ccf3-4371-b2b4-792281127f18,55907d9c5aca57637896eaf2cb3600b5,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,"Early Warning Services, LLC","Scottsdale, Arizona • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/c45e99bd-69d0-4f4a-aebf-22aa212607db,50,Partial,AI unavailable
f1a16005-f2e6-4f92-85d4-18076fd83371,aef8cd420762a01d3144ecc8d541f559,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,BCforward,"Wilmington, Delaware • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/894331c4-8060-4435-957d-689eb4d7ad14,50,Partial,AI unavailable
b6614b90-00a4-4e03-aa6c-0842eab680a3,b492ff6348d0fd0053dd4930e8e2a0f5,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Nestortechnologies Inc,"Hybrid in Washington, District of Columbia • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/b959d65c-5d95-40e7-84f1-fb462017ead2,50,Partial,AI unavailable
882a78ea-a389-4813-a313-b50ad3cac69c,bff75c96beb5c6dda711c35a1c703620,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,EdgeAll,"Sleepy Hollow, New York • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/53fbe5b8-83d5-47e7-a455-53e860d0d40e,50,Partial,AI unavailable
35290943-ae75-4695-9649-2e160b524bd8,70187efe00f03079838ff8d0ffaa1a14,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,CIS Technologies Inc.,"Charlotte, North Carolina • 15d ago",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/9b03adf4-5f06-4b4f-a6f9-a8fda1c19581,50,Partial,AI unavailable
6971c518-d975-4181-8e67-3ca5a4a4ba03,fc66a2814e4cfea75945775f756ccc35,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Infosat IT Services LLC,"Hybrid in Newark, New Jersey • 27d ago",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/1598d3a7-d380-4770-9604-87b44e000e8c,50,Partial,AI unavailable
